181,187
181,187,216
181,187,215
181,183,238
181,183,238,309
181,183,239
181,183,239,326
181,183,240
181,183,240,316
181,183,241
181,183,241,417
181,183,242
181,183,242,426
181,183,243
181,183,243,430
181,185
181,185,244
181,185,244,391
181,185,244,397
181,185,244,7076
181,185,244,390
181,185,244,401
181,185,244,7077
181,185,244,393
181,185,244,406
181,185,244,410
181,185,244,409
181,185,244,395
181,185,244,408
181,185,244,398
181,185,244,402
181,185,244,404
181,185,245
181,185,245,396
181,185,245,399
181,185,245,394
181,185,245,400
181,185,245,403
181,185,245,405
181,185,253
181,185,253,7075
181,185,253,344
181,185,253,345
181,185,253,346
181,187
181,187,7012
181,187,7012,7013
181,187,7014
181,187,7014,271
181,187,7015
181,187,7015,273
181,187,7016
181,187,7016,275
181,187,7017
181,187,7017,293
181,187,7017,274
181,187,7018
181,187,7018,294
181,187,7018,7019
181,187,7020
181,187,7020,295
181,187,7021
181,187,7021,296
181,187,7022
181,187,7022,7023
181,187,215
181,187,216
181,187,216,269
181,187,216,270
181,187,216,268
181,187,216,6625
181,188
181,188,7069
181,188,7069,7074
181,188,7070
181,188,7070,7072
181,188,7071
181,188,7071,7073
181,188,219
181,188,219,367
181,188,220
181,188,220,311
181,188,222
181,188,222,365
181,188,224
181,188,224,375
181,189
181,189,7024
181,189,7024,347
181,189,7025
181,189,7025,362
181,189,7027
181,189,7027,413
181,189,7028
181,189,7028,383
181,189,7029
181,189,7029,7030
181,189,246
181,189,246,357
181,189,246,415
181,189,246,412
181,189,246,371
181,189,246,355
181,189,246,359
181,189,246,358
181,189,246,353
181,189,246,348
181,189,246,354
181,189,246,370
181,189,246,356
181,189,246,349
181,189,246,364
181,189,246,360
181,189,246,419
181,189,246,350
181,189,246,351
181,189,246,361
181,189,247
181,189,247,378
181,189,247,377
181,189,248
181,189,248,374
181,189,249
181,189,249,388
181,189,249,386
181,189,249,382
181,189,249,385
181,189,249,384
181,189,249,381
181,189,252
181,189,252,436
181,189,252,435
181,190
181,190,256
181,190,256,434
181,190,257
181,190,257,427
181,190,258
181,190,258,432
181,190,259
181,190,259,431
181,190,260
181,190,260,423
181,190,261
181,190,261,438
181,190,262
181,190,262,437
181,190,254
181,190,254,439
181,190,255
181,190,255,433
181,191
181,191,5240
181,191,5240,5241
181,191,7032
181,191,7032,331
181,191,7033
181,191,7033,322
181,191,7034
181,191,7034,324
181,191,7035
181,191,7035,328
181,191,7036
181,191,7036,335
181,191,7037
181,191,7037,308
181,191,7038
181,191,7038,339
181,191,7039
181,191,7039,323
181,191,7039,7040
181,191,7041
181,191,7041,338
181,191,7041,337
181,191,7042
181,191,7042,314
181,191,7043
181,191,7043,334
181,191,7043,7044
181,191,7043,7045
181,191,227
181,191,228
181,191,228,300
181,191,228,301
181,191,228,306
181,191,228,307
181,191,228,310
181,191,228,313
181,191,228,7584
181,191,228,7585
181,191,228,7586
181,191,228,7587
181,191,235
181,191,235,376
181,480
181,480,481
181,480,481,486
181,480,482
181,480,482,487
181,480,483
181,480,483,488
181,480,484
181,480,484,489
181,480,485
181,480,485,490
181,6626
181,6626,7048
181,6626,7048,7059
181,6626,7049
181,6626,7049,7057
181,6626,7050
181,6626,7050,7060
181,6626,7051
181,6626,7051,7061
181,6626,7051,7062
181,6626,7051,7063
181,6626,7051,7064
181,6626,7052
181,6626,7052,7058
181,6626,7053
181,6626,7053,7055
181,6626,7054
181,6626,7054,7056
181,491
181,492
181,507
181,508
181,509
1980,1983,2018
1980,1983,2018,2118
7338,7753
7338,7753,8018
7338,7753,8018,8034
7338,7753,8018,8035
7338,7753,8018,8036
7338,7753,8018,8037
7338,7753,8018,8038
7338,7753,8018,8039
7338,7753,8018,8040
7338,7753,8018,8041
7338,7753,8019
7338,7753,8019,8042
7338,7753,8019,8043
7338,7753,8019,8044
7338,7753,8019,8045
7338,7753,8019,8046
7338,7753,8019,8047
7338,7753,8019,8048
7338,7753,8019,8049
7338,7753,8020
7338,7753,8020,8050
7338,7753,8020,8051
7338,7753,8021
7338,7753,8021,8052
7338,7753,8021,8053
7338,7753,8021,8054
7338,7753,8021,8055
7338,7753,8022
7338,7753,8022,8056
7338,7753,8022,8057
7338,7753,8023
7338,7753,8023,8058
7338,7753,8023,8059
7338,7753,8023,8060
7338,7753,8024
7338,7753,8024,8061
7338,7753,8024,8062
7338,7753,8024,8063
7338,7753,8024,8064
7338,7753,8024,8065
7338,7753,8024,8066
7338,7753,8025
7338,7753,8025,8067
7338,7753,8025,8068
7338,7753,8025,8069
7338,7753,8025,8070
7338,7753,8025,8071
7338,7753,8026
7338,7753,8026,8072
7338,7753,8026,8073
7338,7753,8026,8074
7338,7753,8027
7338,7753,8027,8075
7338,7753,8027,8076
7338,7753,8027,8077
7338,7753,8027,8078
7338,7753,8027,8079
7338,7753,8027,8080
7338,7753,8027,8081
7338,7753,8028
7338,7753,8028,8082
7338,7753,8028,8083
7338,7753,8028,8084
7338,7753,8028,8085
7338,7753,8029
7338,7753,8029,8086
7338,7753,8029,8087
7338,7753,8030
7338,7753,8030,8088
7338,7753,8030,8089
7338,7753,8030,8090
7338,7753,8030,8091
7338,7753,8030,8092
7338,7753,8031
7338,7753,8031,8093
7338,7753,8031,8094
7338,7753,8031,8095
7338,7753,8031,8096
7338,7753,8031,8097
7338,7753,8031,8098
7338,7753,8032
7338,7753,8032,8099
7338,7753,8032,8100
7338,7753,8032,8101
7338,7753,8032,8102
7338,7753,8032,8103
7338,7753,8033
7338,7753,8033,8104
7338,7753,8033,8105
7338,7753,8033,8106
7338,7753,8033,8107
2290,2292,8194,2309,8161
2290,2292,8194,2309,8162
2290,2292,8194,2324,8163
2290,2292,8194,2324,8163
2290,2292,8194,2324,8163
2290,2292,8194,2359,8164
2290,2292,8194,2359,8164
2290,2292,8194,2359,8164
2290,2292,8194,2359,8165
2290,2292,8194,2359,8165
2290,2292,8194,2359,8165
2290,2292,8195,2358,8167
2290,2292,8195,2358,8167
2290,2292,8195,2358,8167
2290,2292,8195,2308,8168
2290,2292,8195,2308,8168
2290,2292,8195,2308,8168
2290,2292,8195,2316,8169
2290,2292,8195,2316,8169
2290,2292,8195,2316,8169
2290,2292,8196,2307,8170
2290,2292,8196,2307,8170
2290,2292,8196,2307,8170
1980,1983,3809
1980,1983,3809,3812
1980,1982,2158,3790
2290,2292,8196,2351,8171
2290,2292,8196,2351,8171
2290,2292,8196,2351,8171
2290,2292,8196,2351,8172
2290,2292,8196,2351,8172
2290,2292,8196,2351,8172
2290,2292,8196,2351,8173
2290,2292,8196,2351,8173
2290,2292,8196,2351,8173
2290,2292,8196,2351,8174
2290,2292,8196,2351,8174
2290,2292,8196,2351,8174
2290,2292,8196,2317,8176
2290,2292,8196,2310,8177
2290,2292,8196,2310,8177
2290,2292,8196,2310,8177
2290,2292,8196,2310,8178
2290,2292,8196,2310,8178
2290,2292,8196,2310,8178
2290,2292,8196,2310,8179
2290,2292,8196,2310,8179
2290,2292,8196,2310,8179
2290,2292,8196,2310,8180
2290,2292,8196,2310,8180
2290,2292,8196,2310,8180
2290,2292,8196,2310,8181
2290,2292,8196,2310,8181
2290,2292,8196,2310,8181
181,7589,7590,8182
181,7589,7590,8182
181,7589,7590,8182
181,7589,7590,8183
181,7589,7590,8183
181,7589,7590,8183
3587,4260,6558
3587,4260,6558,6575
3587,5811
3587,5811,5812
3587,5811,5812,5817
3587,5811,5814
3587,5811,5814,5819
3587,5811,5815
3587,5811,5815,5820
3587,5811,5816
3587,5811,5816,5821
3587,3588,3592
3587,3588,3592,3616
3587,3588,3595
3587,3588,3595,3610
2290,2294,8197,2349,8184
2290,2294,8197,2349,8184
2290,2294,8197,2349,8184
2290,2294,8197,2349,8185
2290,2294,8197,2349,8185
2290,2294,8197,2349,8185
2290,2294,8198,2337,8186
2290,2294,8198,2337,8186
2290,2294,8198,2337,8186
2290,2294,8199,2323,8187
2290,2294,8199,2323,8187
2290,2294,8199,2323,8187
2290,2294,8199,2357,8188
2290,2294,8199,2357,8188
2290,2294,8199,2357,8188
2290,2294,8200,2347,8189
2290,2294,8200,2347,8189
2290,2294,8200,2347,8189
2290,2294,8200,2348,8190
2290,2294,8200,2348,8190
2290,2294,8200,2348,8190
2290,2294,8200,2348,8191
2290,2294,8200,2348,8191
2290,2294,8200,2348,8191
2290,2294,8200,2355,8192
2290,2294,8200,2355,8192
2290,2294,8200,2355,8192
2290,2294,8200,2355,8193
2290,2294,8200,2355,8193
2290,2294,8200,2355,8193
2290,2292,8194
2290,2292,8194
2290,2292,8194
2290,2292,8195
2290,2292,8195
2290,2292,8195
2290,2292,8196
2290,2292,8196
2290,2292,8196
1980,1984,3815
1980,1984,3815,3816
2290,2294,8197
2290,2294,8197
2290,2294,8197
2290,2294,8198
2290,2294,8198
2290,2294,8198
2290,2294,8199
2290,2294,8199
2290,2294,8199
2290,2294,8200
2290,2294,8200
2290,2294,8200
2290,2294,8201
2290,2294,8201
2290,2294,8201
1980,1981
1980,1981,2151
1980,1981,2151,2232
1980,1981,2152
1980,1981,2152,2247
1980,1981,2152,3777
1980,1981,2152,2237
1980,1981,2164
1980,1981,2164,2284
1980,1981,2165
1980,1981,2165,2223
1980,1981,2166
1980,1981,2166,2224
1980,1981,2167
1980,1981,2167,2255
1980,1981,1995
1980,1981,1995,2004
1980,1984
1980,1984,7089
1980,1984,7089,2132
1980,1984,7089,2139
1980,1984,3815
1980,1984,3815,3816
1980,1984,2030
1980,1984,2030,2106
1980,1984,2031
1980,1984,2031,2131
1980,1984,2032
1980,1984,2032,2148
1980,1984,2033
1980,1984,2033,2130
1980,1984,2034
1980,1984,2034,2145
1980,1984,2035
1980,1984,2035,2143
1980,1982
1980,1982,2158
1980,1982,2158,3790
1980,1982,2158,2229
1980,1982,2158,2231
1980,1982,2160
1980,1982,2160,3791
1980,1982,2174
1980,1982,2174,2263
1980,1982,3781
1980,1982,3781,3785
1980,1982,2001
1980,1982,2001,2049
1980,1982,2001,2048
1980,1982,2001,2051
1980,1987,2155
1980,1987,2155,2192
181,4695
511,8202
511,8202,8203
511,8202,8203,8204
3587,4260,5822
3587,4260,5822,5823
511,8202,8208
511,8202,8209
511,8202,8210
511,8202,8211
651,8205
651,8205,8233
651,8205,8233,8240
651,8205,8234
651,8205,8234,8241
651,8205,8235
651,8205,8235,8242
651,8205,8236
651,8205,8236,8243
651,8205,8237
651,8205,8237,8244
651,8205,8238
651,8205,8238,8245
651,8205,8239
651,8205,8239,8246
651,8206
651,8206,8253
651,8206,8253,8256
651,8206,8254
651,8206,8254,8257
651,8206,8255
651,8206,8255,8258
651,8207
651,8207,8247
651,8207,8247,8252
651,8207,8248
651,8207,8248,8251
651,8207,8249
651,8207,8249,8250
651,8216
651,8216,8217
651,8216,8217,8225
651,8216,8218
651,8216,8218,8226
651,8216,8219
651,8216,8219,8227
651,8216,8220
651,8216,8220,8228
651,8216,8221
651,8216,8221,8229
651,8216,8222
651,8216,8222,8230
651,8216,8223
651,8216,8223,8231
651,8216,8224
651,8216,8224,8232
2290,2292,8196,2317,8259
2290,2292,8196,2317,8259
2290,2292,8196,2317,8259
3587,8260
3587,8260,8264
3587,8260,8264,8272
3587,8260,8265
3587,8260,8265,8273
3587,8260,8266
3587,8260,8266,8274
3587,8260,8267
3587,8260,8267,8275
3587,8260,8268
3587,8260,8268,8276
3587,8260,8269
3587,8260,8269,8277
3587,8260,8270
3587,8260,8270,8278
3587,8260,8271
3587,8260,8271,8279
3587,8261
3587,8261,8280
3587,8261,8280,8287
3587,8261,8281
3587,8261,8281,8288
3587,8261,8282
3587,8261,8282,8289
3587,8261,8283
3587,8261,8283,8290
3587,8261,8284
3587,8261,8284,8291
3587,8261,8285
3587,8261,8285,8292
3587,8261,8286
3587,8261,8286,8293
3587,8262
3587,8262,8294
3587,8262,8294,8297
3587,8262,8295
3587,8262,8295,8298
3587,8262,8296
3587,8262,8296,8299
3587,8263
3587,8263,8300
3587,8263,8300,8303
3587,8263,8301
3587,8263,8301,8304
3587,8263,8302
3587,8263,8302,8305
1980,8306
1980,8306,8307
1980,8306,8307,8315
1980,8306,8308
1980,8306,8308,8316
1980,8306,8309
1980,8306,8309,8317
1980,8306,8310
1980,8306,8310,8318
1980,8306,8311
1980,8306,8311,8319
1980,8306,8312
1980,8306,8312,8320
1980,8306,8313
1980,8306,8313,8321
1980,8306,8314
1980,8306,8314,8322
1980,8323
1980,8323,8324
1980,8323,8324,8337
1980,8323,8325
1980,8323,8325,8336
1980,8323,8326
1980,8323,8326,8335
1980,8323,8327
1980,8323,8327,8334
1980,8323,8328
1980,8323,8328,8333
1980,8323,8329
1980,8323,8329,8332
1980,8323,8330
1980,8323,8330,8331
1980,8338
1980,8338,8339
1980,8338,8339,8342
1980,8338,8340
1980,8338,8340,8343
1980,8338,8341
1980,8338,8341,8344
1980,8345
1980,8345,8346
1980,8345,8346,8349
1980,8345,8347
1980,8345,8347,8350
1980,8345,8348
1980,8345,8348,8351
181,'3840'
181,3840,3841
181,3840,3841,3844
181,3840,3841,3845
181,3840,3841,3862
181,3840,3841,3863
181,3840,3841,3864
181,3840,3842
181,3840,3842,3847
181,3840,3842,3865
181,3840,3842,3866
181,3840,3842,3867
181,3840,3842,3868
181,3840,3842,3869
181,3840,3843
181,3840,3843,3846
181,3840,3843,3857
181,3840,3843,3858
181,3840,3843,3859
181,3840,3843,3860
181,3840,3843,3861
181,3840,3871
181,3840,3871,3872
181,3840,3871,3873
181,3840,3874
181,3840,3874,3895
181,3840,3875
181,3840,3875,3894
181,3840,3876
181,3840,3876,3892
181,3840,3876,3893
181,3840,3877
181,3840,3877,3888
181,3840,3877,3889
181,3840,3877,3890
181,3840,3877,3891
181,3840,3878
181,3840,3878,3885
181,3840,3878,3886
181,3840,3878,3887
181,3840,3879
181,3840,3879,3883
181,3840,3879,3884
181,3840,3880
181,3840,3880,3896
181,3840,3881
181,3840,3881,3897
181,3840,3881,3898
181,3840,3881,3899
181,3840,3882
181,3840,3882,3900
181,3840,3882,3901
181,3840,3882,3902
181,3840,3882,3903
987,8352
987,8352,8353
987,8352,8353,8368
987,8352,8354
987,8352,8354,8367
987,8352,8355
987,8352,8355,8366
987,8352,8356
987,8352,8356,8365
987,8352,8357
987,8352,8357,8364
987,8352,8358
987,8352,8358,8363
987,8352,8359
987,8352,8359,8362
987,8352,8360
987,8352,8360,8361
987,8369
987,8369,8370
987,8369,8370,8383
987,8369,8371
987,8369,8371,8382
987,8369,8372
987,8369,8372,8381
987,8369,8373
987,8369,8373,8380
987,8369,8374
987,8369,8374,8379
987,8369,8375
987,8369,8375,8378
987,8369,8376
987,8369,8376,8377
987,8384
987,8384,8385
987,8384,8385,8388
987,8384,8386
987,8384,8386,8389
987,8384,8387
987,8384,8387,8390
987,8391
987,8391,8392
987,8391,8392,8395
987,8391,8393
987,8391,8393,8396
987,8391,8394
987,8391,8394,8397
511,8202,8208,8212
3061,8398
3061,8398,8399
3061,8398,8399,8407
3061,8398,8400
3061,8398,8400,8408
3061,8398,8401
3061,8398,8401,8409
3061,8398,8402
3061,8398,8402,8410
3061,8398,8403
3061,8398,8403,8411
3061,8398,8404
3061,8398,8404,8412
3061,8398,8405
3061,8398,8405,8413
3061,8398,8406
3061,8398,8406,8414
3061,8415
3061,8415,8416
3061,8415,8416,8423
3061,8415,8417
3061,8415,8417,8424
3061,8415,8418
3061,8415,8418,8425
3061,8415,8419
3061,8415,8419,8426
3061,8415,8420
3061,8415,8420,8427
3061,8415,8421
3061,8415,8421,8428
3061,8415,8422
3061,8415,8422,8429
3061,8430
3061,8430,8431
3061,8430,8431,8434
3061,8430,8432
3061,8430,8432,8435
3061,8430,8433
3061,8430,8433,8436
3061,8437
3061,8437,8438
3061,8437,8438,8441
3061,8437,8439
3061,8437,8439,8442
3061,8437,8440
3061,8437,8440,8443
181,187,215,8444
511,8202,8210,8214
1980,6995
1980,6995,6996
1980,6995,6996,7005
1980,6995,7001
1980,6995,7001,7010
1980,6995,7002
1980,6995,7002,7007
1980,6995,7003
1980,6995,7003,7009
1980,1982,3781
1980,1982,3781,3785
1980,3792
1980,3792,3795
1980,3792,3795,3802
1980,3792,3797
1980,3792,3797,3804
181,187,215,8444
511,8445
511,8445,8448
511,8445,8448,8452
511,8445,8446
511,8445,8446,8451
511,8445,8447
511,8445,8447,8449
511,8445,8447,8450
511,8445
511,8445,8448
511,8445,8448,8452
511,8445,8446
511,8445,8446,8451
511,8445,8447
511,8445,8447,8449
511,8445,8447,8450
511,8445
511,8445,8448
511,8445,8448,8452
511,8445,8446
511,8445,8446,8451
511,8445,8447
511,8445,8447,8449
511,8445,8447,8450
511,8202,8209,8213
4291,4745,4747,4751
6666,7685
6666,7685,7687
6666,7685,7687,7696
6666,7685,7687,7697
6666,7685,7688
6666,7685,7688,7699
6666,7685,7689
6666,7685,7689,7700
6666,7685,7689,7701
6666,7685,7689,7702
6666,7685,7689,7703
6666,7685,7690
6666,7685,7690,7704
6666,7685,7690,7705
6666,7685,7690,7706
6666,7685,7691
6666,7685,7691,7707
6666,7685,7691,7708
6666,7685,7691,7709
6666,7685,7692
6666,7685,7692,7710
6666,7685,7692,7711
6666,7685,7692,7712
6666,7685,7693
6666,7685,7693,7715
6666,7685,7693,7717
6666,7685,7693,7718
6666,7685,7695
6666,7685,7695,7721
6666,7685,7695,7722
6666,7685,7695,7723
6666,7685,7695,7725
6666,7685,7695,7726
6666,7686
6666,7686,7694
6666,7686,7694,7713
6666,7686,7694,7714
6666,7686,7694,7716
6666,7686,7694,7719
6666,7686,7694,7720
6666,7686,7694,7724
6666,7686,7694,7727
6666,7686,7694,7744
6666,7686,7698
6666,7686,7698,7728
6666,7686,7698,7729
6666,7686,7698,7730
6666,7686,7698,7731
6666,7686,7698,7732
6666,6667
6666,6667,6674
6666,6667,6674,6686
6666,6667,6675
6666,6667,6675,6687
6666,6667,6676
6666,6667,6676,6688
6666,6667,6677
6666,6667,6677,6689
6666,6667,6678
6666,6667,6678,6690
6666,6667,6679
6666,6667,6679,6691
6666,6667,6680
6666,6667,6680,6692
6666,6667,6681
6666,6667,6681,6693
6666,6667,6682
6666,6667,6682,6694
6666,6667,6683
6666,6667,6683,6695
6666,6667,6684
6666,6667,6684,6696
6666,6667,6685
6666,6667,6685,6697
6666,6668
6666,6668,6698
6666,6668,6698,6699
6666,6668,6698,6700
6666,6668,6698,6701
6666,6668,6698,6702
6666,6668,6698,6703
6666,6668,6698,6704
6666,6668,6698,6705
6666,6668,6698,6706
6666,6668,6698,6707
6666,6668,6698,6708
6666,6668,6698,6709
6666,6668,6698,6710
6666,6668,6698,6711
6666,6668,6698,6712
6666,6668,6698,6713
6666,6668,6698,6714
6666,6668,6698,6715
6666,6668,6698,6716
6666,6668,6698,6717
6666,6668,6698,6718
6666,6668,6698,6719
6666,6668,6720
6666,6668,6720,6721
6666,6668,6720,6722
6666,6668,6720,6723
6666,6668,6720,6724
6666,6668,6720,6725
6666,6668,6720,6726
6666,6668,6720,6727
6666,6668,6720,6728
6666,6668,6720,6729
6666,6668,6720,6730
6666,6668,6720,6731
6666,6668,6720,6732
6666,6668,6720,6733
6666,6668,6720,6734
6666,6668,6720,6735
6666,6668,6720,6736
6666,6668,6720,6737
6666,6668,6720,6738
6666,6668,6720,6739
6666,6668,6720,6740
6666,6668,6720,6741
6666,6668,6720,6742
6666,6668,6720,6743
6666,6668,6744
6666,6668,6744,6745
6666,6668,6744,6746
6666,6668,6744,6747
6666,6668,6748
6666,6668,6748,6749
6666,6668,6750
6666,6668,6750,6751
6666,6668,6750,6752
6666,6668,6750,6753
6666,6668,6750,6754
6666,6668,6750,6755
6666,6669
6666,6669,6756
6666,6669,6756,6757
6666,6669,6756,6758
6666,6669,6756,6759
6666,6669,6756,6760
6666,6669,6756,6761
6666,6669,6756,6762
6666,6669,6756,6763
6666,6669,6756,6764
6666,6669,6756,6765
6666,6669,6756,6766
6666,6669,6756,6767
6666,6669,6756,6768
6666,6669,6756,6769
6666,6670
6666,6670,6770
6666,6670,6770,6771
6666,6670,6770,6772
6666,6670,6770,6773
6666,6670,6770,6774
6666,6670,6770,6775
6666,6670,6770,6776
6666,6670,6770,6777
6666,6670,6770,6778
6666,6670,6770,6779
6666,6670,6770,6780
6666,6670,6770,6781
6666,6670,6770,6782
6666,6670,6770,6783
6666,6670,6770,6784
6666,6670,6785
6666,6670,6785,6786
6666,6670,6785,6787
6666,6670,6785,6788
6666,6670,6785,6789
6666,6670,6785,6790
6666,6670,6785,6791
6666,6670,6785,6792
6666,6670,6785,6793
6666,6670,6785,6794
6666,6670,6795
6666,6670,6795,6796
6666,6670,6795,6797
6666,6670,6795,6798
6666,6670,6795,6799
6666,6670,6795,6800
6666,6670,6795,6801
6666,6670,6795,6802
6666,6670,6795,6803
6666,6670,6795,6804
6666,6670,6795,6805
6666,6670,6795,6806
6666,6670,6807
6666,6670,6807,6808
6666,6670,6807,6809
6666,6670,6807,6810
6666,6670,6807,6811
6666,6670,6807,6812
6666,6670,6807,6813
6666,6670,6807,6814
6666,6670,6807,6815
6666,6670,6807,6816
6666,6670,6807,6817
6666,6670,6807,6818
6666,6670,6807,6819
6666,6670,6807,6820
6666,6670,6807,6821
6666,6670,6807,6822
6666,6670,6807,6823
6666,6670,6807,6824
6666,6670,6807,6825
6666,6670,6807,6826
6666,6670,6807,6827
6666,6671
6666,6671,6828
6666,6671,6828,6829
6666,6671,6828,6830
6666,6671,6828,6831
6666,6671,6828,6832
6666,6671,6833
6666,6671,6833,6834
6666,6671,6833,6835
6666,6671,6833,6836
6666,6671,6833,6837
6666,6671,6838
6666,6671,6838,6839
6666,6671,6838,6840
6666,6671,6838,6841
6666,6671,6838,6842
6666,6671,6838,6843
6666,6671,6838,6844
6666,6671,6838,6845
6666,6671,6838,6846
6666,6672
6666,6672,6916
6666,6672,6916,6917
6666,6672,6916,6918
6666,6672,6916,6919
6666,6672,6916,6920
6666,6672,6916,6921
6666,6672,6922
6666,6672,6922,6923
6666,6672,6922,6924
6666,6672,6922,6925
6666,6672,6922,6926
6666,6672,6922,6927
6666,6672,6928
6666,6672,6928,6929
6666,6672,6928,6930
6666,6672,6928,6931
6666,6672,6928,6932
6666,6672,6928,6933
6666,6672,6928,6934
6666,6672,6928,6935
6666,6672,6928,6936
6666,6672,6937
6666,6672,6937,6938
6666,6672,6937,6939
6666,6672,6847
6666,6672,6847,6848
6666,6672,6847,6849
6666,6672,6847,6850
6666,6672,6847,6851
6666,6672,6847,6852
6666,6672,6847,6853
6666,6672,6847,6854
6666,6672,6855
6666,6672,6855,6856
6666,6672,6855,6857
6666,6672,6855,6858
6666,6672,6855,6859
6666,6672,6855,6860
6666,6672,6855,6861
6666,6672,6855,6862
6666,6672,6855,6863
6666,6672,6855,6864
6666,6672,6855,6865
6666,6672,6866
6666,6672,6866,6867
6666,6672,6866,6868
6666,6672,6866,6869
6666,6672,6866,6870
6666,6672,6866,6871
6666,6672,6866,6872
6666,6672,6866,6873
6666,6672,6866,6874
6666,6672,6866,6875
6666,6672,6866,6876
6666,6672,6866,6877
6666,6672,6866,6878
6666,6672,6866,6879
6666,6672,6880
6666,6672,6880,6883
6666,6672,6880,6884
6666,6672,6881
6666,6672,6881,6885
6666,6672,6881,6886
6666,6672,6881,6887
6666,6672,6881,6888
6666,6672,6881,6889
6666,6672,6881,6890
6666,6672,6881,6891
6666,6672,6882
6666,6672,6882,6892
6666,6672,6882,6893
6666,6672,6882,6894
6666,6672,6882,6895
6666,6672,6896
6666,6672,6896,6897
6666,6672,6896,6898
6666,6672,6896,6899
6666,6672,6896,6900
6666,6672,6896,6901
6666,6672,6902
6666,6672,6902,6912
6666,6672,6902,6913
6666,6672,6902,6914
6666,6672,6902,6915
6666,6672,6902,6903
6666,6672,6902,6904
6666,6672,6902,6905
6666,6672,6902,6906
6666,6672,6902,6907
6666,6672,6902,6908
6666,6672,6902,6909
6666,6672,6902,6910
6666,6672,6902,6911
6666,6673
6666,6673,6940
6666,6673,6940,6951
6666,6673,6941
6666,6673,6941,6952
6666,6673,6942
6666,6673,6942,6953
6666,6673,6943
6666,6673,6943,6954
6666,6673,6944
6666,6673,6944,6955
6666,6673,6945
6666,6673,6945,6956
6666,6673,6946
6666,6673,6946,6957
6666,6673,6947
6666,6673,6947,6958
6666,6673,6948
6666,6673,6948,6959
6666,6673,6949
6666,6673,6949,6960
6666,6673,6950
6666,6673,6950,6961
6666,6972
6666,6973
6666,6974
6666,6976
6666,6985
6666,6985,6989
6666,6985,6989,6990
6666,6986
6666,6986,6987
6666,6986,6987,6988
6666,7620
6666,7620,7621
6666,7620,7621,7624
6666,7620,7621,7626
6666,7620,7621,7630
6666,7620,7621,7633
6666,7620,7621,7635
6666,7620,7622
6666,7620,7622,7747
6666,7620,7622,7748
6666,7620,7622,7749
6666,7620,7622,7750
6666,7620,7622,7639
6666,7620,7622,7641
6666,7620,7622,7643
6666,7620,7622,7645
6666,7620,7622,7647
6666,7620,7622,7650
6666,7620,7622,7653
6666,7620,7622,7656
6666,7620,7622,7657
6666,7620,7622,7659
6666,7620,7622,7662
6666,7620,7622,7664
6666,7620,7622,7665
6666,7620,7622,7668
6666,7620,7622,7670
6666,7620,7622,7671
6666,7620,7622,7672
6666,7623
6666,7623,7745
6666,7623,7745,7746
6666,7623,7625
6666,7623,7625,7640
6666,7623,7627
6666,7623,7627,7642
6666,7623,7628
6666,7623,7628,7644
6666,7623,7629
6666,7623,7629,7646
6666,7623,7631
6666,7623,7631,7648
6666,7623,7632
6666,7623,7632,7649
6666,7623,7634
6666,7623,7634,7651
6666,7623,7636
6666,7623,7636,7652
6666,7623,7637
6666,7623,7637,7654
6666,7623,7638
6666,7623,7638,7655
6666,7658
6666,7658,7660
6666,7658,7660,7666
6666,7658,7661
6666,7658,7661,7667
6666,7658,7663
6666,7658,7663,7669
6666,7673
6666,7673,7680
6666,7673,7680,7733
6666,7673,7681
6666,7673,7681,7740
6666,7673,7682
6666,7673,7682,7741
6666,7673,7683
6666,7673,7683,7742
6666,7673,7684
6666,7673,7684,7743
6666,7673,7674
6666,7673,7674,7734
6666,7673,7675
6666,7673,7675,7735
6666,7673,7676
6666,7673,7676,7736
6666,7673,7677
6666,7673,7677,7737
6666,7673,7678
6666,7673,7678,7738
6666,7673,7679
6666,7673,7679,7739
6666,7685
6666,7685,7687
6666,7685,7687,7696
6666,7685,7687,7697
6666,7685,7688
6666,7685,7688,7699
6666,7685,7689
6666,7685,7689,7700
6666,7685,7689,7701
6666,7685,7689,7702
6666,7685,7689,7703
6666,7685,7690
6666,7685,7690,7704
6666,7685,7690,7705
6666,7685,7690,7706
6666,7685,7691
6666,7685,7691,7707
6666,7685,7691,7708
6666,7685,7691,7709
6666,7685,7692
6666,7685,7692,7710
6666,7685,7692,7711
6666,7685,7692,7712
6666,7685,7693
6666,7685,7693,7715
6666,7685,7693,7717
6666,7685,7693,7718
6666,7685,7695
6666,7685,7695,7721
6666,7685,7695,7722
6666,7685,7695,7723
6666,7685,7695,7725
6666,7685,7695,7726
6666,7686
6666,7686,7694
6666,7686,7694,7713
6666,7686,7694,7714
6666,7686,7694,7716
6666,7686,7694,7719
6666,7686,7694,7720
6666,7686,7694,7724
6666,7686,7694,7727
6666,7686,7694,7744
6666,7686,7698
6666,7686,7698,7728
6666,7686,7698,7729
6666,7686,7698,7730
6666,7686,7698,7731
6666,7686,7698,7732
6666,6667
6666,6667,6674
6666,6667,6674,6686
6666,6667,6675
6666,6667,6675,6687
6666,6667,6676
6666,6667,6676,6688
6666,6667,6677
6666,6667,6677,6689
6666,6667,6678
6666,6667,6678,6690
6666,6667,6679
6666,6667,6679,6691
6666,6667,6680
6666,6667,6680,6692
6666,6667,6681
6666,6667,6681,6693
6666,6667,6682
